original_SR Number,original_Address,original_RequestDate,original_Field 4,original_Num Trees,original_House Number,original_Street,original_City,original_State,original_Full Address,lat,lon,formatted,name,housenumber,street,postcode,district,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
SR24-00581445,3322 S Halsted St,3/31/2024," 10:13:48 PM",1,3322," S Halsted St",Chicago,IL,"3322  S Halsted St, Chicago , IL",41.834116,-87.6462975,"3322 South Halsted Street, Chicago, IL 60608, United States of America",,3322,South Halsted Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581447,3324 S Halsted St,3/31/2024," 10:14:01 PM",1,3324," S Halsted St",Chicago,IL,"3324  S Halsted St, Chicago , IL",41.8340844,-87.6462968,"3324 South Halsted Street, Chicago, IL 60608, United States of America",,3324,South Halsted Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581448,3356 S Halsted St,3/31/2024," 10:14:14 PM",1,3356," S Halsted St",Chicago,IL,"3356  S Halsted St, Chicago , IL",41.8331536,-87.64639240253456,"3356 South Halsted Street, Chicago, IL 60609, United States of America",,3356,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581449,3400 S Halsted St,3/31/2024," 10:14:26 PM",4,3400," S Halsted St",Chicago,IL,"3400  S Halsted St, Chicago , IL",41.8324637,-87.6462686,"3400 South Halsted Street, Chicago, IL 60608, United States of America",,3400,South Halsted Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581452,3444 S Halsted St,3/31/2024," 10:14:43 PM",2,3444," S Halsted St",Chicago,IL,"3444  S Halsted St, Chicago , IL",41.83150998460435,-87.64623518425677,"3444 South Halsted Street, Chicago, IL 60608, United States of America",,3444,South Halsted Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581455,757 W 35th St,3/31/2024," 10:15:11 PM",1,757," W 35th St",Chicago,IL,"757  W 35th St, Chicago , IL",41.83067166536872,-87.6458143113481,"757 West 35th Street, Chicago, IL 60616, United States of America",,757,West 35th Street,60616,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581457,3505 S Halsted St,3/31/2024," 10:15:25 PM",1,3505," S Halsted St",Chicago,IL,"3505  S Halsted St, Chicago , IL",41.8305001,-87.64581094445572,"3505 South Halsted Street, Chicago, IL 60609, United States of America",,3505,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581458,3509 S Halsted ST,3/31/2024," 10:15:38 PM",1,3509," S Halsted ST",Chicago,IL,"3509  S Halsted ST, Chicago , IL",41.8304341,-87.64577522232523,"3509 South Halsted Street, Chicago, IL 60609, United States of America",,3509,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581459,3511 S Halsted St,3/31/2024," 10:15:51 PM",1,3511," S Halsted St",Chicago,IL,"3511  S Halsted St, Chicago , IL",41.8303729,-87.64575046450726,"3511 South Halsted Street, Chicago, IL 60609, United States of America",,3511,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581460,3513 S Halsted St,3/31/2024," 10:16:04 PM",1,3513," S Halsted St",Chicago,IL,"3513  S Halsted St, Chicago , IL",41.8303037,-87.64574916210591,"3513 South Halsted Street, Chicago, IL 60609, United States of America",,3513,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581461,3515 S Halsted St,3/31/2024," 10:16:17 PM",1,3515," S Halsted St",Chicago,IL,"3515  S Halsted St, Chicago , IL",41.8302337,-87.64584564597713,"3515 South Halsted Street, Chicago, IL 60609, United States of America",,3515,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581462,3519 S Halsted St,3/31/2024," 10:16:30 PM",1,3519," S Halsted St",Chicago,IL,"3519  S Halsted St, Chicago , IL",41.83010255,-87.6458530937106,"3519 South Halsted Street, Chicago, IL 60609, United States of America",,3519,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581466,3525 S Halsted St,3/31/2024," 10:16:44 PM",1,3525," S Halsted St",Chicago,IL,"3525  S Halsted St, Chicago , IL",41.82996795,-87.64584026635515,"3525 South Halsted Street, Chicago, IL 60609, United States of America",,3525,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581467,3527 S Halsted St,3/31/2024," 10:16:58 PM",1,3527," S Halsted St",Chicago,IL,"3527  S Halsted St, Chicago , IL",41.82989675,-87.64580289403973,"3527 South Halsted Street, Chicago, IL 60609, United States of America",,3527,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581468,3529 S Halsted St,3/31/2024," 10:17:11 PM",1,3529," S Halsted St",Chicago,IL,"3529  S Halsted St, Chicago , IL",41.829836099999994,-87.64581969537457,"3529 South Halsted Street, Chicago, IL 60609, United States of America",,3529,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581469,3564 S Halsted St,3/31/2024," 10:17:25 PM",1,3564," S Halsted St",Chicago,IL,"3564  S Halsted St, Chicago , IL",41.8288697,-87.64632035,"3564 South Halsted Street, Chicago, IL 60609, United States of America",,3564,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581470,3615 S Halsted St,3/31/2024," 10:17:38 PM",3,3615," S Halsted St",Chicago,IL,"3615  S Halsted St, Chicago , IL",41.8282970025416,-87.64593678851041,"3615 South Halsted Street, Chicago, IL 60609, United States of America",,3615,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581474,3637 S Halsted St,3/31/2024," 10:17:51 PM",1,3637," S Halsted St",Chicago,IL,"3637  S Halsted St, Chicago , IL",41.827820900000006,-87.64569314710627,"3637 South Halsted Street, Chicago, IL 60609, United States of America",,3637,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581475,3725 S Halsted St,3/31/2024," 10:18:04 PM",1,3725," S Halsted St",Chicago,IL,"3725  S Halsted St, Chicago , IL",41.8264785,-87.6455893431266,"3725 South Halsted Street, Chicago, IL 60609, United States of America",,3725,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581476,3762 S Halsted St,3/31/2024," 10:18:17 PM",2,3762," S Halsted St",Chicago,IL,"3762  S Halsted St, Chicago , IL",41.8259024,-87.64637930125684,"3762 South Halsted Street, Chicago, IL 60609, United States of America",,3762,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581477,840 W 35th St,3/31/2024," 10:18:30 PM",2,840," W 35th St",Chicago,IL,"840  W 35th St, Chicago , IL",41.83081027272727,-87.64782827272727,"840 West 35th Street, Chicago, IL 60609, United States of America",,840,West 35th Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581479,901 W 35th St,3/31/2024," 10:18:44 PM",2,901," W 35th St",Chicago,IL,"901  W 35th St, Chicago , IL",41.8305394,-87.64792952144822,"GREEK PRIME, 901-903 West 35th Street, Chicago, IL 60632, United States of America",GREEK PRIME,901-903,West 35th Street,60632,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581480,907 W 35th St,3/31/2024," 10:18:58 PM",4,907," W 35th St",Chicago,IL,"907  W 35th St, Chicago , IL",41.8304336,-87.64821072601009,"907 West 35th Street, Chicago, IL 60632, United States of America",,907,West 35th Street,60632,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581483,917 W 35th St,3/31/2024," 10:19:11 PM",1,917," W 35th St",Chicago,IL,"917  W 35th St, Chicago , IL",41.8305015,-87.64844922664366,"917 West 35th Street, Chicago, IL 60632, United States of America",,917,West 35th Street,60632,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581486,919 W 35th St,3/31/2024," 10:19:25 PM",1,919," W 35th St",Chicago,IL,"919  W 35th St, Chicago , IL",41.83051855,-87.6485377269592,"919 West 35th Street, Chicago, IL 60632, United States of America",,919,West 35th Street,60632,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581487,929 W 35th St,3/31/2024," 10:19:38 PM",1,929," W 35th St",Chicago,IL,"929  W 35th St, Chicago , IL",41.830500799999996,-87.64890255,"929 West 35th Street, Chicago, IL 60632, United States of America",,929,West 35th Street,60632,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581488,931 W 35th St,3/31/2024," 10:19:52 PM",1,931," W 35th St",Chicago,IL,"931  W 35th St, Chicago , IL",41.83050135,-87.64899657240721,"931 West 35th Street, Chicago, IL 60632, United States of America",,931,West 35th Street,60632,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581490,3501 S Sangamon St,3/31/2024," 10:20:05 PM",1,3501," S Sangamon St",Chicago,IL,"3501  S Sangamon St, Chicago , IL",41.8305694,-87.64914934473188,"3501 South Sangamon Street, Chicago, IL 60609, United States of America",,3501,South Sangamon Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581491,3465 S Morgan St,3/31/2024," 10:20:25 PM",2,3465," S Morgan St",Chicago,IL,"3465  S Morgan St, Chicago , IL",41.830840800000004,-87.65071430291778,"3465 South Morgan Street, Chicago, IL 60609, United States of America",,3465,South Morgan Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581562,3255 S Halsted St," 60616",3/31/2024," 10:51:04 PM",3255," S Halsted St",Chicago,IL,"3255  S Halsted St, Chicago , IL",41.834838149999996,-87.64592210697674,"3255 South Halsted Street, Chicago, IL 60616, United States of America",,3255,South Halsted Street,60616,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581563,3259 S Halsted St," 60616",3/31/2024," 10:51:16 PM",3259," S Halsted St",Chicago,IL,"3259  S Halsted St, Chicago , IL",41.834708,-87.64609,"3259 South Halsted Street, Chicago, IL 60608, United States of America",,3259,South Halsted Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581564,3261 S Halsted St," 60616",3/31/2024," 10:51:30 PM",3261," S Halsted St",Chicago,IL,"3261  S Halsted St, Chicago , IL",41.8346988,-87.6460898,"3261 South Halsted Street, Chicago, IL 60608, United States of America",,3261,South Halsted Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581565,3263 S Halsted St," 60616",3/31/2024," 10:51:42 PM",3263," S Halsted St",Chicago,IL,"3263  S Halsted St, Chicago , IL",41.8346896,-87.6460896,"3263 South Halsted Street, Chicago, IL 60608, United States of America",,3263,South Halsted Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581566,3431 S Halsted St," 60616",3/31/2024," 10:51:54 PM",3431," S Halsted St",Chicago,IL,"3431  S Halsted St, Chicago , IL",41.83157300246728,-87.64601602415584,"3431 South Halsted Street, Chicago, IL 60608, United States of America",,3431,South Halsted Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581567,3445 S Halsted St," 60616",3/31/2024," 10:52:07 PM",3445," S Halsted St",Chicago,IL,"3445  S Halsted St, Chicago , IL",41.831237200000004,-87.64580461025835,"3445 South Halsted Street, Chicago, IL 60609, United States of America",,3445,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581568,3447 S Halsted St," 60616",3/31/2024," 10:52:19 PM",3447," S Halsted St",Chicago,IL,"3447  S Halsted St, Chicago , IL",41.83117615,-87.6458484807544,"3447 South Halsted Street, Chicago, IL 60609, United States of America",,3447,South Halsted Street,60609,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581570,3449 S Halsted St," 60616",3/31/2024," 10:52:32 PM",3449," S Halsted St",Chicago,IL,"3449  S Halsted St, Chicago , IL",41.8313884829953,-87.64601278040342,"3449 South Halsted Street, Chicago, IL 60608, United States of America",,3449,South Halsted Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581571,3457 S Halsted St," 60616",3/31/2024," 10:52:44 PM",3457," S Halsted St",Chicago,IL,"3457  S Halsted St, Chicago , IL",41.83130647428033,-87.64601134165405,"3457 South Halsted Street, Chicago, IL 60608, United States of America",,3457,South Halsted Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581572,918 W 35th St," 60609",3/31/2024," 10:52:56 PM",918," W 35th St",Chicago,IL,"918  W 35th St, Chicago , IL",41.8309178,-87.64934027462533,"918 West 35th Street, Chicago, IL 60632, United States of America",,918,West 35th Street,60632,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581573,942 W 35th St," 60609",3/31/2024," 10:53:08 PM",942," W 35th St",Chicago,IL,"942  W 35th St, Chicago , IL",41.83089725,-87.65026505161089,"942 West 35th Street, Chicago, IL 60632, United States of America",,942,West 35th Street,60632,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620250,816 W 34th St,4/5/2024," 11:35:27 AM",1,816," W 34th St",Chicago,IL,"816  W 34th St, Chicago , IL",41.8330107,-87.64687410144313,"816 West 34th Street, Chicago, IL 60608, United States of America",,816,West 34th Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620271,818 W 34th St,4/5/2024," 11:37:12 AM",1,818," W 34th St",Chicago,IL,"818  W 34th St, Chicago , IL",41.8329781,-87.64696485042856,"818 West 34th Street, Chicago, IL 60608, United States of America",,818,West 34th Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620277,820 W 34th St,4/5/2024," 11:37:36 AM",1,820," W 34th St",Chicago,IL,"820  W 34th St, Chicago , IL",41.83296945,-87.64706674318626,"820 West 34th Street, Chicago, IL 60608, United States of America",,820,West 34th Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620282,823 W 34th St,4/5/2024," 11:38:00 AM",1,823," W 34th St",Chicago,IL,"823  W 34th St, Chicago , IL",41.8325807,-87.64713119348428,"823 West 34th Street, Chicago, IL 60608, United States of America",,823,West 34th Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620285,829 W 34th St,4/5/2024," 11:38:23 AM",1,829," W 34th St",Chicago,IL,"829  W 34th St, Chicago , IL",41.83258665,-87.64732727455537,"829 West 34th Street, Chicago, IL 60608, United States of America",,829,West 34th Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620289,825 W 34th St,4/5/2024," 11:38:46 AM",1,825," W 34th St",Chicago,IL,"825  W 34th St, Chicago , IL",41.83271265790437,-87.64721515111961,"825 West 34th Street, Chicago, IL 60608, United States of America",,825,West 34th Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620291,831 W 34th St,4/5/2024," 11:39:10 AM",1,831," W 34th St",Chicago,IL,"831  W 34th St, Chicago , IL",41.8325975,-87.64741707518014,"831 West 34th Street, Chicago, IL 60608, United States of America",,831,West 34th Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620294,832 W 34th St,4/5/2024," 11:39:34 AM",1,832," W 34th St",Chicago,IL,"832  W 34th St, Chicago , IL",41.8329576,-87.64751780049872,"832 West 34th Street, Chicago, IL 60608, United States of America",,832,West 34th Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620298,841 W 34th St,4/5/2024," 11:39:57 AM",1,841," W 34th St",Chicago,IL,"841  W 34th St, Chicago , IL",41.832618499999995,-87.64778583921053,"841 West 34th Street, Chicago, IL 60608, United States of America",,841,West 34th Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620460,3400 S Lituanica Ave,4/5/2024," 11:59:15 AM",3,3400," S Lituanica Ave",Chicago,IL,"3400  S Lituanica Ave, Chicago , IL",41.83264585,-87.64893762979881,"3400 South Lituanica Avenue, Chicago, IL 60608, United States of America",,3400,South Lituanica Avenue,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620467,918 W 34th St,4/5/2024," 11:59:32 AM",1,918," W 34th St",Chicago,IL,"918  W 34th St, Chicago , IL",41.83293515,-87.64939357216886,"918 West 34th Street, Chicago, IL 60608, United States of America",,918,West 34th Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620469,929 W 34th St,4/5/2024," 11:59:48 AM",1,929," W 34th St",Chicago,IL,"929  W 34th St, Chicago , IL",41.832551699999996,-87.64974670000001,"929 West 34th Street, Chicago, IL 60608, United States of America",,929,West 34th Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620477,931 W 34th St,4/5/2024," 12:00:05 PM",1,931," W 34th St",Chicago,IL,"931  W 34th St, Chicago , IL",41.83254025,-87.64984416474763,"931 West 34th Street, Chicago, IL 60608, United States of America",,931,West 34th Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620479,936 W 34th St,4/5/2024," 12:00:21 PM",1,936," W 34th St",Chicago,IL,"936  W 34th St, Chicago , IL",41.8331984,-87.6500436976817,"936 West 34th Street, Chicago, IL 60608, United States of America",,936,West 34th Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620481,938 W 34th St,4/5/2024," 12:00:38 PM",1,938," W 34th St",Chicago,IL,"938  W 34th St, Chicago , IL",41.832979449999996,-87.65011478193657,"938 West 34th Street, Chicago, IL 60608, United States of America",,938,West 34th Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620485,940 W 34th St,4/5/2024," 12:00:54 PM",1,940," W 34th St",Chicago,IL,"940  W 34th St, Chicago , IL",41.8331537,-87.65022414476476,"940 West 34th Street, Chicago, IL 60608, United States of America",,940,West 34th Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620486,3065 S Bonfield St,4/5/2024," 12:01:12 PM",1,3065," S Bonfield St",Chicago,IL,"3065  S Bonfield St, Chicago , IL",41.8389325,-87.6530527169907,"3065 South Bonfield Street, Chicago, IL 60608, United States of America",,3065,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620489,3061 S Bonfield St,4/5/2024," 12:01:28 PM",1,3061," S Bonfield St",Chicago,IL,"3061  S Bonfield St, Chicago , IL",41.83899595,-87.65310726285847,"3061 South Bonfield Street, Chicago, IL 60608, United States of America",,3061,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620495,3059 S Bonfield St,4/5/2024," 12:01:45 PM",1,3059," S Bonfield St",Chicago,IL,"3059  S Bonfield St, Chicago , IL",41.839057350000004,-87.6531606650176,"3059 South Bonfield Street, Chicago, IL 60608, United States of America",,3059,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620498,3057 S Bonfield St,4/5/2024," 12:02:01 PM",1,3057," S Bonfield St",Chicago,IL,"3057  S Bonfield St, Chicago , IL",41.83913365,-87.65318215896905,"3057 South Bonfield Street, Chicago, IL 60608, United States of America",,3057,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620501,3049 S Bonfield St,4/5/2024," 12:02:17 PM",1,3049," S Bonfield St",Chicago,IL,"3049  S Bonfield St, Chicago , IL",41.83930895,-87.65335719862765,"3049 South Bonfield Street, Chicago, IL 60608, United States of America",,3049,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620502,3045 S Bonfield St,4/5/2024," 12:02:34 PM",1,3045," S Bonfield St",Chicago,IL,"3045  S Bonfield St, Chicago , IL",41.8393711,-87.65343199503951,"3045 South Bonfield Street, Chicago, IL 60608, United States of America",,3045,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620504,3043 S Bonfield St,4/5/2024," 12:02:50 PM",1,3043," S Bonfield St",Chicago,IL,"3043  S Bonfield St, Chicago , IL",41.83944075,-87.6534890194693,"3043 South Bonfield Street, Chicago, IL 60608, United States of America",,3043,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620508,3039 S Bonfield St,4/5/2024," 12:03:07 PM",1,3039," S Bonfield St",Chicago,IL,"3039  S Bonfield St, Chicago , IL",41.839510399999995,-87.65355055959697,"3039 South Bonfield Street, Chicago, IL 60608, United States of America",,3039,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620511,3035 S Bonfield St,4/5/2024," 12:03:22 PM",1,3035," S Bonfield St",Chicago,IL,"3035  S Bonfield St, Chicago , IL",41.8396165,-87.65362229242119,"3035 South Bonfield Street, Chicago, IL 60608, United States of America",,3035,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620514,3027 S Bonfield St,4/5/2024," 12:03:40 PM",1,3027," S Bonfield St",Chicago,IL,"3027  S Bonfield St, Chicago , IL",41.8397821,-87.65379006662087,"3027 South Bonfield Street, Chicago, IL 60608, United States of America",,3027,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620518,3025 S Bonfield St,4/5/2024," 12:03:56 PM",1,3025," S Bonfield St",Chicago,IL,"3025  S Bonfield St, Chicago , IL",41.839838,-87.65383896029186,"3025 South Bonfield Street, Chicago, IL 60608, United States of America",,3025,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
